0	0	1
3.688224	3.688224	1
4.258492	4.258492	1
4.695450	4.695450	1
6.176664	6.176664	1
7.657879	7.657879	1
8.191116	8.191116	1
8.665104	8.665104	1
10.435156	10.435156	1
11.671970	11.671970	1
12.182989	12.182989	1
12.679196	12.679196	1
16.693287	16.693287	1
17.685700	17.685700	1
18.159689	18.159689	1
18.700332	18.700332	1
20.196359	20.196359	1
20.707378	20.707378	1
21.707198	21.707198	1
22.669987	22.669987	1
24.654814	24.654814	1
25.928659	25.928659	1
26.432272	26.432272	1
26.987727	26.987727	1
27.957923	27.957923	1
28.676312	28.676312	1
32.675591	32.675591	1
33.675410	33.675410	1
34.171617	34.171617	1
34.697448	34.697448	1
36.156445	36.156445	1
36.660057	36.660057	1
37.726532	37.726532	1
38.718946	38.718946	1
40.637118	40.637118	1
41.999836	41.999836	1
42.696006	42.696006	1
44.177221	44.177221	1
44.688240	44.688240	1
47.672887	47.672887	1
47.976536	47.976536	1
48.213530	48.213530	1
48.480149	48.480149	1
48.709737	48.709737	1
49.694745	49.694745	1
50.687158	50.687158	1
52.257246	52.257246	1
52.686798	52.686798	1
53.664399	53.664399	1
54.190230	54.190230	1
54.442037	54.442037	1
56.678671	56.678671	1
57.663521	57.663521	1
58.709044	58.709044	1
60.044991	60.044991	1
60.698443	60.698443	1
64.662719	64.662719	1
65.708243	65.708243	1
66.289089	66.289089	1
66.710203	66.710203	1
68.176840	68.176840	1
68.714122	68.714122	1
69.695069	69.695069	1
70.670194	70.670194	1
72.631383	72.631383	1
74.767129	74.767129	1
76.225187	76.225187	1
76.687247	76.687247	1
78.940459	78.940459	2
80.671235	80.671235	2
80.671235	80.671235	1
81.671749	81.671749	1
82.189826	82.189826	1
82.690618	82.690618	1
84.167089	84.167089	1
84.641977	84.641977	1
85.695365	85.695365	1
86.705582	86.705582	1
87.673013	87.673013	1
88.683230	88.683230	1
89.975980	89.975980	1
90.427779	90.427779	1
90.696417	90.696417	1
91.679385	91.679385	1
92.686776	92.686776	1
96.697248	96.697248	1
97.692427	97.692427	1
98.431180	98.431180	1
98.681501	98.681501	1
99.414148	99.414148	1
100.207850	100.207850	1
100.677965	100.677965	1
101.667039	101.667039	1
102.680535	102.680535	1
104.701421	104.701421	1
106.056818	106.056818	1
106.441458	106.441458	1
106.716201	106.716201	1
108.212023	108.212023	1
108.694349	108.694349	1
111.716520	111.716520	1
111.942419	111.942419	1
112.204951	112.204951	1
112.430851	112.430851	1
112.693383	112.693383	1
113.694668	113.694668	1
114.682558	114.682558	1
116.680528	116.680528	1
117.686793	117.686793	1
118.153988	118.153988	1
118.677282	118.677282	1
120.669650	120.669650	1
121.388411	121.388411	1
121.670781	121.670781	1
122.204718	122.204718	1
122.687314	122.687314	1
123.698713	123.698713	1
124.145371	124.145371	1
124.694710	124.694710	1
128.694100	128.694100	1
129.674695	129.674695	1
130.182961	130.182961	1
130.696362	130.696362	1
132.251965	132.251965	1
132.683222	132.683222	1
133.679218	133.679218	1
134.666700	134.666700	1
136.669269	136.669269	1
138.079616	138.079616	1
138.403202	138.403202	1
138.677172	138.677172	1
140.212240	140.212240	1
140.689702	140.689702	1
143.972144	143.972144	1
144.215373	144.215373	1
144.389627	144.389627	1
144.690941	144.690941	1
146.389917	146.389917	1
148.682668	148.682668	1
